Cruise,Event#,StndLine,StndSta,CalcLine,CalcSta,DatePST,TimePST,DecLat,DecLon,Activity,Event,Operator,DateUTC,TimeUTC,Comments,Ord_Occ
1706,343,Cycle 1,,75.6,64.8,14-Jun-17,10:53:36 AM,34.75198,-122.0138,CTD,CTD RECOVERED,3M,14-Jun-17,17:53:52,,1
1706,344,Cycle 1,,75.7,64.9,14-Jun-17,1:07:34 PM,34.72556,-122.0062,Ancillary,MOCNESS DEPLOYED,2M,14-Jun-17,20:07:50,,1
1706,345,Cycle 1,,75.6,65.4,14-Jun-17,2:24:16 PM,34.73197,-122.0604,Ancillary,MOCNESS RECOVERED,2M,14-Jun-17,21:24:31,,1
1706,346,Cycle 1,,75.4,65,14-Jun-17,4:16:33 PM,34.77712,-122.0572,Ancillary,C FLUX EXP DEPLOYED,CM,14-Jun-17,23:16:48,SEA CONDITIONS: Moderate;DAY/NIGHT: Day,1
1706,347,Cycle 1,,75.4,65.1,14-Jun-17,4:34:02 PM,34.77421,-122.0587,Ancillary,C FLUX EXP DEPLOYED,CM,14-Jun-17,23:34:20,SEA CONDITIONS: Moderate;DAY/NIGHT: Day,1
1706,348,Cycle 1,,75.5,65.9,14-Jun-17,9:34:43 PM,34.73229,-122.1029,BONGO,BONGO DEPLOYED,3M,15-Jun-17,4:34:59,,1
1706,349,Cycle 1,,75.5,66,14-Jun-17,9:59:07 PM,34.73499,-122.1152,BONGO,BONGO RECOVERED,3M,15-Jun-17,4:59:23,,1
1706,350,Cycle 1,,75.6,66,14-Jun-17,10:47:11 PM,34.70595,-122.1017,Ancillary,MOCNESS DEPLOYED,3M,15-Jun-17,5:47:28,,1
1706,351,Cycle 1,,75.4,66.5,15-Jun-17,12:14:26 AM,34.7247,-122.1597,Ancillary,MOCNESS RECOVERED,2M,15-Jun-17,7:14:41,,1
1706,353,Cycle 1,,75.5,66.3,15-Jun-17,2:02:04 AM,34.72381,-122.1374,CTD,CTD DEPLOYED,2M,15-Jun-17,9:02:20,,1
1706,354,Cycle 1,,75.5,66.3,15-Jun-17,2:16:22 AM,34.72382,-122.1374,CTD,CTD AT DEPTH,2M,15-Jun-17,9:16:44,,1
1706,355,Cycle 1,,75.5,66.3,15-Jun-17,2:44:02 AM,34.72383,-122.1375,CTD,CTD RECOVERED,2M,15-Jun-17,9:44:20,,1
1706,356,Cycle 1,,75.4,66.4,15-Jun-17,4:35:47 AM,34.73804,-122.1567,TOWEDARRAY,DRIFTARRAY RECOVERED,CA,15-Jun-17,11:36:08,,1
1706,357,Cycle 1,,75.4,66.4,15-Jun-17,4:48:43 AM,34.73624,-122.1596,TOWEDARRAY,DRIFTARRAY DEPLOYED,CA,15-Jun-17,11:49:01,,1
1706,358,Cycle 1,,75.4,66.5,15-Jun-17,6:02:20 AM,34.7327,-122.1668,Ancillary,TRACE ROSETTE DEPLOYED,CA,15-Jun-17,13:02:37,,1
1706,359,Cycle 1,,75.4,66.6,15-Jun-17,6:30:09 AM,34.73272,-122.1714,Ancillary,TRACE ROSETTE RECOVERED,CA,15-Jun-17,13:30:24,,1
1706,360,Cycle 1,,75.3,66.7,15-Jun-17,8:27:30 AM,34.73381,-122.1857,BONGO,BONGO DEPLOYED,3M,15-Jun-17,15:27:49,,1
1706,361,Cycle 1,,75.3,66.8,15-Jun-17,8:54:14 AM,34.73964,-122.1975,BONGO,BONGO RECOVERED,3M,15-Jun-17,15:54:31,,1
1706,362,Cycle 1,,75.3,66.8,15-Jun-17,9:37:08 AM,34.73623,-122.1922,BONGO,BONGO DEPLOYED,3M,15-Jun-17,16:37:23,,1
1706,364,Cycle 1,,75.3,66.7,15-Jun-17,10:57:28 AM,34.74181,-122.1893,CTD,CTD DEPLOYED,3M,15-Jun-17,17:57:41,SEA CONDITIONS: Moderate;DAY/NIGHT: Day,1
1706,365,Cycle 1,,75.3,66.7,15-Jun-17,11:18:55 AM,34.74121,-122.1906,CTD,CTD AT DEPTH,3M,15-Jun-17,18:19:13,,1
1706,366,Cycle 1,,75.3,66.7,15-Jun-17,11:44:07 AM,34.74082,-122.1916,CTD,CTD RECOVERED,3M,15-Jun-17,18:44:27,,1
1706,367,Cycle 1,,75.4,67,15-Jun-17,1:41:54 PM,34.71056,-122.1924,Ancillary,MOCNESS DEPLOYED,2M,15-Jun-17,20:42:12,,1
1706,368,Cycle 1,,75.3,67.7,15-Jun-17,3:16:08 PM,34.71767,-122.2599,Ancillary,MOCNESS RECOVERED,2M,15-Jun-17,22:16:26,,1
1706,369,Cycle 1,,74.5,67.3,15-Jun-17,4:56:36 PM,34.86509,-122.3355,Ancillary,C FLUX EXP RECOVERED,2M,15-Jun-17,23:56:53,SEA CONDITIONS: Moderate;DAY/NIGHT: Day,1
1706,370,Cycle 1,,74.4,67.4,15-Jun-17,6:57:43 PM,34.88246,-122.3499,Ancillary,C FLUX EXP RECOVERED,CM,16-Jun-17,1:58:01,,1
1706,371,Cycle 1,,75.3,67.5,15-Jun-17,8:32:39 PM,34.71052,-122.2387,TM PUMP,MCLANE PUMP DEPLOYED,3M,16-Jun-17,3:32:53,,1
1706,372,Cycle 1,,75.3,67.7,15-Jun-17,9:47:54 PM,34.70361,-122.2511,TM PUMP,MCLANE PUMP RECOVERED,3M,16-Jun-17,4:48:14,,1
1706,373,Cycle 1,,75.3,67.7,15-Jun-17,10:10:00 PM,34.7042,-122.2562,BONGO,BONGO DEPLOYED,3M,16-Jun-17,5:10:21,,1
1706,374,Cycle 1,,75.3,67.8,15-Jun-17,10:32:46 PM,34.70888,-122.2651,BONGO,BONGO RECOVERED,3M,16-Jun-17,5:33:05,,1
1706,375,Cycle 1,,75.3,67.9,16-Jun-17,2:02:02 AM,34.70543,-122.2775,CTD,CTD DEPLOYED,2M,16-Jun-17,9:02:20,,1
1706,376,Cycle 1,,75.3,67.9,16-Jun-17,2:16:57 AM,34.70533,-122.2776,CTD,CTD AT DEPTH,2M,16-Jun-17,9:17:16,,1
1706,377,Cycle 1,,75.3,67.9,16-Jun-17,2:41:43 AM,34.70538,-122.2777,CTD,CTD RECOVERED,2M,16-Jun-17,9:42:01,,1
1706,378,Cycle 1,,75.2,68,16-Jun-17,4:33:11 AM,34.71615,-122.29,TOWEDARRAY,DRIFTARRAY RECOVERED,CA,16-Jun-17,11:33:23,,1
1706,379,Cycle 1,,75.2,68,16-Jun-17,4:44:19 AM,34.7145,-122.2914,TOWEDARRAY,DRIFTARRAY DEPLOYED,CA,16-Jun-17,11:44:29,,1
1706,380,Cycle 1,,75.2,68.1,16-Jun-17,5:53:40 AM,34.7087,-122.2989,Ancillary,TRACE ROSETTE DEPLOYED,CA,16-Jun-17,12:53:50,,1
1706,381,Cycle 1,,75.2,68.1,16-Jun-17,6:57:31 AM,34.70984,-122.3004,Ancillary,C FLUX EXP DEPLOYED,CA,16-Jun-17,13:57:42,,1
1706,382,Cycle 1,,75.2,68.1,16-Jun-17,7:16:59 AM,34.7091,-122.2998,Ancillary,C FLUX EXP DEPLOYED,CA,16-Jun-17,14:17:07,,1
1706,383,Cycle 1,,75.3,68.2,16-Jun-17,9:34:05 AM,34.69674,-122.2999,BONGO,BONGO DEPLOYED,3M,16-Jun-17,16:34:16,,1
1706,384,Cycle 1,,75.2,68.3,16-Jun-17,9:54:38 AM,34.69955,-122.3067,BONGO,BONGO RECOVERED,3M,16-Jun-17,16:54:47,,1
1706,385,Cycle 1,,75.2,68.3,16-Jun-17,10:59:54 AM,34.69716,-122.3036,CTD,CTD DEPLOYED,3M,16-Jun-17,18:00:02,,1
1706,386,Cycle 1,,75.2,68.3,16-Jun-17,11:18:21 AM,34.6965,-122.3051,CTD,CTD AT DEPTH,3M,16-Jun-17,18:18:30,,1
1706,387,Cycle 1,,75.2,68.3,16-Jun-17,11:46:03 AM,34.69601,-122.3058,CTD,CTD RECOVERED,3M,16-Jun-17,18:46:13,,1
1706,388,Cycle 1,,75.3,68.4,16-Jun-17,3:04:41 PM,34.69042,-122.3138,CTD,CTD DEPLOYED,2M,16-Jun-17,22:04:50,,1
1706,389,Cycle 1,,75.3,68.4,16-Jun-17,4:08:34 PM,34.69044,-122.3138,CTD,CTD AT DEPTH,CM,16-Jun-17,23:08:49,SEA CONDITIONS: Moderate;DAY/NIGHT: Day,1
1706,390,Cycle 1,,75.3,68.4,16-Jun-17,5:25:31 PM,34.69046,-122.3138,CTD,CTD RECOVERED,CM,17-Jun-17,0:25:41,,1
1706,391,Cycle 1,,75.2,68.4,16-Jun-17,5:56:11 PM,34.69151,-122.3155,Ancillary,TRACE ROSETTE DEPLOYED,CM,17-Jun-17,0:56:20,SEA CONDITIONS: Moderate;DAY/NIGHT: Day,1
1706,392,Cycle 1,,75.2,68.4,16-Jun-17,7:14:38 PM,34.69152,-122.3155,Ancillary,TRACE ROSETTE RECOVERED,CM,17-Jun-17,2:14:48,,1
1706,393,Cycle 1,,75.3,68.7,16-Jun-17,9:34:39 PM,34.68045,-122.3342,BONGO,BONGO DEPLOYED,3M,17-Jun-17,4:34:52,,1
1706,394,Cycle 1,,75.2,68.8,16-Jun-17,9:56:48 PM,34.68417,-122.3434,BONGO,BONGO RECOVERED,3M,17-Jun-17,4:57:00,,1
1706,395,Cycle 1,,75.2,68.7,17-Jun-17,12:52:42 AM,34.6863,-122.3386,Ancillary,SEDIMENT TRAP DEPLOYED,2M,17-Jun-17,7:52:55,,1
1706,396,Cycle 1,,75.2,68.9,17-Jun-17,2:02:24 AM,34.68356,-122.3518,CTD,CTD DEPLOYED,2M,17-Jun-17,9:02:43,,1
1706,397,Cycle 1,,75.2,68.9,17-Jun-17,2:16:21 AM,34.68359,-122.3518,CTD,CTD AT DEPTH,2M,17-Jun-17,9:16:37,,1
1706,398,Cycle 1,,75.2,68.9,17-Jun-17,2:49:20 AM,34.68356,-122.3517,CTD,CTD RECOVERED,2M,17-Jun-17,9:49:40,,1
1706,399,Cycle 1,,75.1,68.8,17-Jun-17,4:03:46 AM,34.69853,-122.3521,TOWEDARRAY,DRIFTARRAY RECOVERED,CA,17-Jun-17,11:04:04,,1
1706,400,Cycle 1,,73.8,67.9,17-Jun-17,6:35:25 AM,34.95936,-122.4568,Ancillary,C FLUX EXP RECOVERED,CA,17-Jun-17,13:35:45,,1
1706,401,Cycle 1,,73.8,68.5,17-Jun-17,7:04:18 AM,34.94241,-122.4974,Ancillary,C FLUX EXP RECOVERED,CA,17-Jun-17,14:04:39,,1
1706,402,Cycle 1,,74.9,71.1,17-Jun-17,8:59:04 AM,34.66273,-122.5412,Ancillary,SEDIMENT TRAP RECOVERED,3M,17-Jun-17,15:59:19,,1
1706,403,Cycle 1,,75.1,69.6,17-Jun-17,10:45:30 AM,34.67941,-122.4174,Ancillary,C FLUX EXP RECOVERED,3M,17-Jun-17,17:45:48,CFLUX2; SEA CONDITIONS: Moderate;DAY/NIGHT: Day,1
1706,404,Cycle 1,,75.1,69.7,17-Jun-17,11:07:25 AM,34.68419,-122.4237,Ancillary,C FLUX EXP RECOVERED,3M,17-Jun-17,18:07:45,C FLUX 4,1
1706,405,Cycle 1,,72.8,68.2,17-Jun-17,2:24:33 PM,35.12386,-122.601,Ancillary,MVP DEPLOYED,2M,17-Jun-17,21:24:50,,1
1706,406,Cycle 1,,77,69.2,17-Jun-17,7:09:15 PM,34.36148,-122.1545,Ancillary,MVP RECOVERED,CM,18-Jun-17,2:09:34,,1
1706,407,Cycle 1,,76.9,69.1,17-Jun-17,7:39:55 PM,34.37757,-122.157,CTD,CTD DEPLOYED,3M,18-Jun-17,2:40:14,,1
1706,408,Cycle 1,,76.9,69.1,17-Jun-17,7:50:48 PM,34.3776,-122.157,CTD,CTD AT DEPTH,3M,18-Jun-17,2:51:05,,1
1706,409,Cycle 1,,76.9,69.1,17-Jun-17,8:01:58 PM,34.37757,-122.157,CTD,CTD RECOVERED,3M,18-Jun-17,3:02:21,,1
1706,410,Cycle 1,,76.9,69.1,17-Jun-17,8:08:21 PM,34.37756,-122.157,Ancillary,TRACE ROSETTE DEPLOYED,3M,18-Jun-17,3:08:43,,1
1706,411,Cycle 1,,76.9,69.1,17-Jun-17,8:28:25 PM,34.37757,-122.157,Ancillary,TRACE ROSETTE RECOVERED,3M,18-Jun-17,3:28:47,,1
1706,412,Cycle 1,,76.9,69.1,17-Jun-17,8:43:54 PM,34.37737,-122.1576,BONGO,BONGO RECOVERED,3M,18-Jun-17,3:44:13,,1
1706,413,Cycle 1,,76.5,69,17-Jun-17,9:43:48 PM,34.453,-122.2023,CTD,CTD DEPLOYED,3M,18-Jun-17,4:44:10,,1
1706,414,Cycle 1,,76.5,69,17-Jun-17,9:54:24 PM,34.45303,-122.2023,CTD,CTD AT DEPTH,3M,18-Jun-17,4:54:45,,1
1706,415,Cycle 1,,76.5,69,17-Jun-17,10:05:53 PM,34.45303,-122.2023,CTD,CTD RECOVERED,3M,18-Jun-17,5:06:16,,1
1706,416,Cycle 1,,76.5,69,17-Jun-17,10:12:08 PM,34.453,-122.2024,BONGO,BONGO DEPLOYED,3M,18-Jun-17,5:12:26,,1
1706,417,Cycle 1,,76.5,69,17-Jun-17,10:20:23 PM,34.45266,-122.203,BONGO,BONGO RECOVERED,3M,18-Jun-17,5:20:45,,1
1706,418,Cycle 1,,76.5,69.1,17-Jun-17,10:24:47 PM,34.4531,-122.2041,TM POLE,TM POLE SAMPLE,3M,18-Jun-17,5:25:09,,1
1706,419,Cycle 1,,76.1,68.9,17-Jun-17,11:30:38 PM,34.52906,-122.2462,CTD,CTD DEPLOYED,3M,18-Jun-17,6:30:59,,1
1706,420,Cycle 1,,76.1,68.9,17-Jun-17,11:43:23 PM,34.52908,-122.2461,CTD,CTD AT DEPTH,2M,18-Jun-17,6:43:46,,1
1706,421,Cycle 1,,76.1,68.9,17-Jun-17,11:58:06 PM,34.52915,-122.2462,CTD,CTD RECOVERED,2M,18-Jun-17,6:58:30,,1
1706,422,Cycle 1,,76.1,68.9,18-Jun-17,12:02:53 AM,34.52913,-122.2462,BONGO,BONGO DEPLOYED,2M,18-Jun-17,7:03:15,,1
1706,423,Cycle 1,,76.1,68.9,18-Jun-17,12:11:49 AM,34.52877,-122.2471,BONGO,BONGO RECOVERED,2M,18-Jun-17,7:12:08,,1
1706,424,Cycle 1,,76.1,68.9,18-Jun-17,12:15:15 AM,34.52905,-122.2472,TM POLE,TM POLE SAMPLE,2M,18-Jun-17,7:15:37,,1
1706,425,Cycle 1,,75.7,68.8,18-Jun-17,1:09:19 AM,34.60196,-122.2898,CTD,CTD DEPLOYED,2M,18-Jun-17,8:09:43,,1
1706,426,Cycle 1,,75.7,68.8,18-Jun-17,1:19:54 AM,34.60276,-122.2902,CTD,CTD AT DEPTH,2M,18-Jun-17,8:20:14,,1
1706,427,Cycle 1,,75.7,68.8,18-Jun-17,1:31:01 AM,34.60273,-122.2902,CTD,CTD RECOVERED,2M,18-Jun-17,8:31:19,,1
1706,428,Cycle 1,,75.7,68.8,18-Jun-17,1:33:27 AM,34.60276,-122.2902,BONGO,BONGO DEPLOYED,2M,18-Jun-17,8:33:46,,1
1706,429,Cycle 1,,75.7,68.9,18-Jun-17,1:43:44 AM,34.60276,-122.2913,BONGO,BONGO RECOVERED,2M,18-Jun-17,8:44:06,,1
1706,430,Cycle 1,,75.7,68.9,18-Jun-17,1:45:30 AM,34.60314,-122.2915,TM POLE,TM POLE SAMPLE,2M,18-Jun-17,8:45:53,,1
1706,431,Cycle 1,,75.3,68.8,18-Jun-17,2:38:14 AM,34.67781,-122.3345,CTD,CTD DEPLOYED,2M,18-Jun-17,9:38:39,,1
1706,432,Cycle 1,,75.3,68.7,18-Jun-17,2:51:00 AM,34.67878,-122.335,CTD,CTD AT DEPTH,2M,18-Jun-17,9:51:20,,1
1706,433,Cycle 1,,75.3,68.7,18-Jun-17,3:03:01 AM,34.67878,-122.335,CTD,CTD RECOVERED,2M,18-Jun-17,10:03:17,,1
1706,434,Cycle 1,,75.3,68.7,18-Jun-17,3:05:21 AM,34.67877,-122.335,BONGO,BONGO DEPLOYED,2M,18-Jun-17,10:05:45,,1
1706,435,Cycle 1,,75.3,68.8,18-Jun-17,3:15:21 AM,34.67879,-122.3353,BONGO,BONGO RECOVERED,2M,18-Jun-17,10:15:40,,1
1706,436,Cycle 1,,75.3,68.8,18-Jun-17,3:17:04 AM,34.67918,-122.3356,TM POLE,TM POLE SAMPLE,2M,18-Jun-17,10:17:22,,1
1706,437,Cycle 1,,74.8,68.7,18-Jun-17,4:09:08 AM,34.75476,-122.3798,CTD,CTD DEPLOYED,CA,18-Jun-17,11:09:29,,1
1706,438,Cycle 1,,74.8,68.7,18-Jun-17,4:22:02 AM,34.75474,-122.3798,CTD,CTD AT DEPTH,CA,18-Jun-17,11:22:22,,1
1706,439,Cycle 1,,74.8,68.7,18-Jun-17,4:40:06 AM,34.75477,-122.3798,Ancillary,TRACE ROSETTE DEPLOYED,CA,18-Jun-17,11:40:30,,1
1706,440,Cycle 1,,74.8,68.7,18-Jun-17,5:02:41 AM,34.75475,-122.3798,Ancillary,TRACE ROSETTE RECOVERED,CA,18-Jun-17,12:03:01,,1
1706,441,Cycle 1,,74.8,68.7,18-Jun-17,5:10:36 AM,34.75476,-122.3798,BONGO,BONGO DEPLOYED,CA,18-Jun-17,12:10:54,,1
1706,442,Cycle 1,,74.8,68.7,18-Jun-17,5:19:53 AM,34.75511,-122.3804,BONGO,BONGO RECOVERED,CA,18-Jun-17,12:20:13,,1
1706,443,Cycle 1,,74.4,68.6,18-Jun-17,6:05:00 AM,34.83019,-122.4246,CTD,CTD DEPLOYED,CA,18-Jun-17,13:05:23,,1
1706,444,Cycle 1,,74.4,68.6,18-Jun-17,6:20:18 AM,34.8302,-122.4246,CTD,CTD AT DEPTH,CA,18-Jun-17,13:20:38,,1
1706,445,Cycle 1,,74.4,68.6,18-Jun-17,6:26:54 AM,34.8302,-122.4246,CTD,CTD RECOVERED,CA,18-Jun-17,13:27:15,,1
1706,446,Cycle 1,,74.4,68.6,18-Jun-17,6:33:39 AM,34.83019,-122.4246,Ancillary,TRACE ROSETTE DEPLOYED,CA,18-Jun-17,13:33:57,,1
1706,447,Cycle 1,,74.4,68.6,18-Jun-17,6:56:59 AM,34.83017,-122.4246,Ancillary,TRACE ROSETTE RECOVERED,CA,18-Jun-17,13:57:20,,1
1706,448,Cycle 1,,74.4,68.6,18-Jun-17,7:01:56 AM,34.8302,-122.4246,BONGO,BONGO DEPLOYED,CA,18-Jun-17,14:02:20,,1
1706,449,Cycle 1,,74.4,68.6,18-Jun-17,7:11:57 AM,34.83083,-122.4254,BONGO,BONGO RECOVERED,CA,18-Jun-17,14:12:15,,1
1706,450,Cycle 1,,74,68.5,18-Jun-17,7:57:51 AM,34.90509,-122.469,CTD,CTD DEPLOYED,3M,18-Jun-17,14:58:11,,1
1706,451,Cycle 1,,74,68.5,18-Jun-17,8:07:59 AM,34.90595,-122.4702,CTD,CTD AT DEPTH,3M,18-Jun-17,15:08:21,,1
1706,452,Cycle 1,,74,68.5,18-Jun-17,8:19:25 AM,34.90695,-122.4716,CTD,CTD RECOVERED,3M,18-Jun-17,15:19:42,,1
1706,453,Cycle 1,,74,68.5,18-Jun-17,8:24:49 AM,34.90741,-122.4723,BONGO,BONGO DEPLOYED,3M,18-Jun-17,15:25:08,,1
1706,454,Cycle 1,,74,68.5,18-Jun-17,8:32:16 AM,34.90828,-122.4736,BONGO,BONGO RECOVERED,3M,18-Jun-17,15:32:40,,1
1706,455,Cycle 1,,74,68.5,18-Jun-17,8:35:05 AM,34.90915,-122.4741,TM POLE,TM POLE SAMPLE,3M,18-Jun-17,15:35:22,,1
1706,456,Cycle 1,,73.6,68.4,18-Jun-17,9:21:12 AM,34.97994,-122.513,CTD,CTD DEPLOYED,3M,18-Jun-17,16:21:33,,1
1706,457,Cycle 1,,73.6,68.4,18-Jun-17,9:31:19 AM,34.98052,-122.5138,CTD,CTD AT DEPTH,3M,18-Jun-17,16:31:43,,1
1706,458,Cycle 1,,73.6,68.4,18-Jun-17,9:42:38 AM,34.98117,-122.5149,CTD,CTD RECOVERED,3M,18-Jun-17,16:42:59,,1
1706,459,Cycle 1,,73.6,68.4,18-Jun-17,9:51:10 AM,34.98152,-122.5164,BONGO,BONGO DEPLOYED,3M,18-Jun-17,16:51:33,,1
1706,460,Cycle 1,,73.6,68.4,18-Jun-17,9:56:55 AM,34.98199,-122.518,BONGO,BONGO RECOVERED,3M,18-Jun-17,16:57:14,,1
1706,461,Cycle 1,,73.6,68.4,18-Jun-17,9:57:49 AM,34.98216,-122.5182,TM POLE,TM POLE SAMPLE,3M,18-Jun-17,16:58:15,,1
1706,462,Cycle 1,,73.2,68.3,18-Jun-17,10:45:34 AM,35.05451,-122.5597,CTD,CTD DEPLOYED,3M,18-Jun-17,17:45:53,,1
1706,463,Cycle 1,,73.2,68.3,18-Jun-17,10:55:54 AM,35.05397,-122.563,CTD,CTD AT DEPTH,3M,18-Jun-17,17:56:14,,1
1706,464,Cycle 1,,73.2,68.4,18-Jun-17,11:06:57 AM,35.05349,-122.5664,CTD,CTD RECOVERED,3M,18-Jun-17,18:07:14,,1
1706,465,Cycle 1,,73.2,68.4,18-Jun-17,11:09:45 AM,35.05337,-122.5674,BONGO,BONGO DEPLOYED,3M,18-Jun-17,18:10:08,,1
1706,466,Cycle 1,,73.2,68.4,18-Jun-17,11:18:39 AM,35.05358,-122.5713,BONGO,BONGO RECOVERED,3M,18-Jun-17,18:19:02,,1
1706,467,Cycle 1,,73.2,68.4,18-Jun-17,11:20:46 AM,35.05382,-122.5722,TM POLE,TM POLE SAMPLE,3M,18-Jun-17,18:21:09,,1
1706,468,Cycle 1,,72.8,68.2,18-Jun-17,12:07:59 PM,35.12397,-122.6,CTD,CTD DEPLOYED,2M,18-Jun-17,19:08:21,,1
1706,469,Cycle 1,,72.8,68.2,18-Jun-17,12:17:49 PM,35.12408,-122.6,CTD,CTD AT DEPTH,2M,18-Jun-17,19:18:11,,1
